id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1301,3107,36,5,48,21,26,no,no,4
1302,873,17,16,10,12,10,no,yes,2
1303,2106,17,28,14,15,22,no,no,5
1304,1407,24,16,2,17,10,no,no,2
1305,2878,23,24,14,17,22,no,no,4
1306,1701,23,28,10,21,10,no,no,1
1307,3130,39,7,48,21,28,no,no,4
1308,2612,21,20,6,23,18,yes,no,5
1309,3587,31,3,48,21,30,no,no,4
1310,3697,30,3,36,15,12,no,no,1
1311,1643,21,20,6,23,4,no,no,1
1312,2647,18,12,14,21,30,no,no,5
1313,639,15,28,10,12,4,no,yes,2
1314,1042,23,24,14,12,4,no,yes,1
1315,1377,21,20,6,23,10,no,no,2
1316,3488,34,3,24,15,22,yes,no,5
1317,4022,36,5,32,17,18,no,no,5
1318,2552,23,8,10,15,28,yes,no,4
1319,2167,17,12,2,15,24,no,no,4
1320,1870,16,24,2,15,10,no,no,2
1321,2329,15,28,10,19,28,no,no,4
1322,2303,21,24,6,23,24,no,no,5
1323,1892,19,8,6,23,10,yes,no,1
1324,2150,24,8,14,23,22,no,no,4
1325,2627,24,24,2,21,16,no,no,1
1326,2334,19,12,14,15,28,no,no,4
1327,1710,24,24,2,15,8,no,no,1
1328,3365,35,1,24,15,16,no,no,2
1329,1309,16,12,14,15,6,no,no,1
1330,2754,15,8,14,23,28,no,no,5
1331,3903,31,3,24,19,22,no,no,4
1332,4127,33,7,28,15,30,no,no,4
1333,3838,38,7,60,21,18,no,no,4
1334,715,21,24,6,12,8,no,yes,2
1335,1044,24,12,2,11,4,yes,no,1
1336,1777,17,12,6,15,6,no,no,2
1337,1464,21,12,10,17,6,yes,no,2
1338,3761,36,5,28,21,26,no,no,5
1339,2733,21,28,2,21,20,no,no,4
1340,1611,15,24,10,17,4,no,no,1
1341,2324,23,12,2,15,14,yes,no,2
1342,1278,18,8,10,15,10,no,no,1
1343,4291,33,5,60,19,12,no,no,1
1344,4236,37,1,20,19,20,yes,no,4
1345,1173,15,24,10,11,8,no,yes,1
1346,527,21,16,10,13,10,no,yes,2
1347,3571,36,7,28,15,18,no,no,4
1348,1554,22,20,14,23,10,no,no,2
1349,3674,39,5,44,15,22,no,no,5
1350,2317,16,16,10,19,20,no,no,4
1351,4018,35,7,48,21,30,no,no,5
1352,1895,16,12,10,19,4,no,no,2
1353,1642,24,16,6,19,10,no,no,1
1354,1342,21,24,6,23,6,no,no,2
1355,4006,31,1,52,15,20,no,no,5
1356,626,19,28,6,12,8,no,yes,1
1357,1506,20,8,10,21,4,no,no,1
1358,3192,30,7,44,21,18,yes,no,4
1359,1835,17,8,14,23,10,no,no,2
1360,1826,15,12,14,23,8,no,no,2
1361,3354,35,7,16,19,16,no,no,2
1362,3008,30,3,16,23,12,yes,no,2
1363,1809,17,8,2,19,6,no,no,2
1364,3973,30,5,32,15,30,no,no,5
1365,634,21,28,6,12,6,no,yes,1
1366,4040,32,5,56,23,22,yes,no,5
1367,1160,23,16,2,12,6,yes,no,1
1368,4055,36,5,52,19,28,no,no,5
1369,3196,35,5,44,21,22,yes,no,4
1370,3288,37,7,36,17,22,yes,no,5
1371,2467,19,28,14,23,20,no,no,4
1372,1542,21,8,2,19,4,no,no,1
1373,1969,21,24,10,21,4,no,no,2
1374,3430,33,1,60,21,28,no,no,4
1375,1852,20,8,10,17,8,yes,no,1
1376,504,20,20,6,13,10,yes,no,2
1377,4200,38,3,16,21,30,yes,no,5
1378,1609,20,8,2,17,8,no,no,1
1379,3848,36,3,16,15,30,yes,no,5
1380,1120,20,28,14,12,6,yes,no,1
1381,2916,17,8,14,17,20,yes,no,4
1382,3880,31,7,40,21,30,yes,no,5
1383,2126,18,28,2,15,18,no,no,5
1384,2588,16,20,10,17,20,yes,no,4
1385,3250,34,5,20,17,26,no,no,4
1386,2841,18,16,10,21,26,no,no,5
1387,2148,23,24,6,21,26,yes,no,5
1388,1085,16,20,10,13,6,no,yes,1
1389,1777,22,12,2,15,4,no,no,1
1390,1544,20,16,2,15,4,yes,no,1
1391,1495,24,8,10,19,6,no,no,1
1392,2479,19,8,14,17,28,no,no,5
1393,4191,34,1,32,15,20,no,no,4
1394,784,23,28,6,12,4,yes,no,2
1395,2682,18,16,2,21,18,no,no,5
1396,1864,18,8,6,17,8,yes,no,2
1397,1649,24,20,2,23,6,no,no,1
1398,3016,38,1,20,21,24,yes,no,4
1399,1670,20,28,14,19,4,no,no,1
1400,3702,38,3,36,17,24,no,no,5
1401,918,24,20,2,11,8,no,yes,2
1402,2426,21,12,10,19,18,no,no,5
1403,4314,31,3,32,21,14,no,no,1
1404,1934,17,24,10,23,4,no,no,1
1405,1824,23,8,10,23,10,yes,no,2
1406,2528,23,16,10,21,30,yes,no,5
1407,2548,22,24,10,17,24,yes,no,5
1408,781,23,16,14,13,6,no,yes,1
1409,3917,35,5,32,21,14,no,no,2
1410,1353,23,16,14,21,10,no,no,2
1411,1811,21,28,2,21,6,no,no,2
1412,4188,31,1,36,21,30,yes,no,4
1413,2457,20,20,2,17,24,no,no,5
1414,3254,34,5,40,19,30,no,no,5
1415,3752,30,3,20,17,22,yes,no,5
1416,705,19,8,6,11,4,no,yes,2
1417,3340,31,5,16,17,12,yes,no,2
1418,1452,15,28,10,15,10,yes,no,1
1419,3964,30,3,20,19,24,yes,no,4
1420,1692,15,8,6,19,4,yes,no,2
1421,4019,36,7,60,19,18,no,no,5
1422,2766,15,24,10,17,22,no,no,4
1423,1460,20,28,10,21,8,yes,no,2
1424,3812,39,3,52,21,14,yes,no,1
1425,3837,37,7,24,15,24,no,no,4
1426,3614,31,1,36,17,24,no,no,5
1427,1256,15,8,6,17,8,yes,no,2
1428,3044,33,3,36,23,14,yes,no,2
1429,963,16,8,14,13,4,no,yes,2
1430,2521,17,28,14,15,28,no,no,5
1431,4244,38,7,16,19,30,yes,no,5
1432,3636,36,5,20,23,22,yes,no,5
1433,1790,22,8,2,17,8,no,no,2
1434,3764,39,1,48,23,12,yes,no,1
1435,1712,16,8,2,17,6,yes,no,2
1436,2753,18,24,2,23,20,no,no,4
1437,3762,35,1,16,23,14,no,no,1
1438,3343,33,7,36,15,28,no,no,5
1439,844,18,24,2,11,6,yes,no,1
1440,1679,17,24,14,15,8,no,no,2
1441,832,22,28,6,11,8,yes,no,1
1442,3449,34,7,56,15,24,no,no,4
1443,805,15,20,2,11,4,no,yes,2
1444,1867,15,24,2,23,10,no,no,1
1445,625,20,12,2,12,10,no,yes,1
1446,1760,18,16,6,19,6,yes,no,2
1447,600,15,8,10,13,8,yes,no,1
1448,2804,15,16,10,21,16,yes,no,1
1449,3065,33,7,20,19,22,no,no,4
1450,3223,38,1,40,15,20,no,no,5
1451,1221,19,28,6,19,4,no,no,1
1452,3696,38,1,24,17,12,yes,no,1
1453,4210,35,7,28,21,28,no,no,5
1454,1008,21,24,10,11,6,yes,no,1
1455,2166,17,12,6,15,20,no,no,4
1456,3315,30,1,56,17,18,no,no,4
1457,3174,36,7,16,15,22,no,no,5
1458,861,24,24,6,12,8,no,yes,2
1459,1332,17,16,10,17,4,yes,no,1
1460,3321,33,1,48,23,12,no,no,2
1461,1181,15,16,2,12,4,no,yes,1
1462,2744,22,16,14,19,14,yes,no,1
1463,2639,21,24,14,15,12,no,no,2
1464,3740,33,7,48,17,22,yes,no,5
1465,2714,18,8,6,17,24,no,no,4
1466,2154,22,12,10,21,14,no,no,1
1467,4182,31,1,48,15,24,no,no,4
1468,1387,20,16,6,23,6,no,no,1
1469,4041,37,3,40,23,16,no,no,1
1470,3960,38,7,28,19,12,yes,no,1
1471,1873,16,12,2,15,6,no,no,2
1472,3318,36,7,60,15,12,no,no,1
1473,2764,23,20,2,21,20,yes,no,4
1474,2902,15,12,14,19,30,no,no,4
1475,663,24,20,14,11,4,no,yes,1
1476,880,15,12,14,11,4,yes,no,2
1477,2567,20,28,14,21,18,no,no,5
1478,1994,15,20,6,23,10,no,no,1
1479,1462,19,8,14,21,8,no,no,1
1480,1800,20,12,2,19,8,yes,no,2
1481,2414,17,20,2,17,20,no,no,5
1482,3319,38,1,16,23,16,no,no,1
1483,4114,30,7,60,23,28,no,no,4
1484,2262,23,24,14,23,28,no,no,5
1485,1847,17,20,6,15,6,no,no,1
1486,4264,37,1,20,21,16,yes,no,1
1487,1825,18,16,6,17,8,no,no,1
1488,2062,21,24,2,15,26,no,no,5
1489,2182,20,24,2,23,24,no,no,4
1490,3054,34,3,60,23,12,no,no,1
1491,2154,22,16,2,17,28,no,no,5
1492,2048,24,20,2,17,16,yes,no,2
1493,2567,21,16,2,17,18,no,no,5
1494,1385,15,8,2,21,4,no,no,1
1495,2266,18,8,6,19,14,no,no,2
1496,3535,33,3,16,21,22,no,no,4
1497,3101,31,3,40,15,20,no,no,5
1498,1076,22,24,14,12,4,yes,no,1
1499,2647,23,16,2,17,14,no,no,2
1500,2394,24,28,14,21,12,no,no,2
1501,987,18,28,2,11,8,no,yes,2
1502,1896,17,20,2,15,10,yes,no,2
1503,2526,15,12,2,23,18,no,no,5
1504,1920,17,28,2,21,6,yes,no,2
1505,3384,32,3,32,17,12,yes,no,2
1506,1031,21,24,6,11,8,no,yes,1
1507,769,20,12,6,11,8,no,yes,1
1508,2896,23,16,6,17,14,yes,no,1
1509,1000,20,16,14,11,8,yes,no,1
1510,2876,23,28,6,17,30,yes,no,5
1511,542,17,16,6,11,8,no,yes,2
1512,3422,30,5,56,17,24,no,no,5
1513,1287,16,20,10,21,10,no,no,1
1514,688,20,20,2,11,10,yes,no,1
1515,2450,23,28,14,19,20,no,no,4
1516,3430,30,3,16,17,26,no,no,5
1517,1406,19,16,10,17,8,no,no,1
1518,1274,17,12,14,19,8,no,no,2
1519,1660,23,28,10,19,4,yes,no,2
1520,2958,21,8,14,21,12,no,no,2
1521,3335,30,7,20,23,28,no,no,5
1522,2738,19,8,6,15,16,no,no,1
1523,1302,19,12,14,15,6,no,no,2
1524,3295,39,1,16,17,14,no,no,2
1525,2883,18,28,2,17,24,no,no,5
1526,814,21,28,10,12,6,no,yes,2
1527,834,21,20,14,11,10,no,yes,2
1528,3581,34,1,28,23,18,no,no,5
1529,3593,32,5,56,23,18,no,no,4
1530,3253,34,7,28,19,30,no,no,5
1531,1331,15,12,6,21,10,no,no,2
1532,2000,17,28,2,15,16,yes,no,2
1533,2275,24,24,2,19,12,no,no,2
1534,1168,16,12,10,12,8,yes,no,1
1535,3992,36,7,60,23,12,yes,no,1
1536,3714,31,3,20,23,28,no,no,5
1537,3937,37,5,52,23,20,no,no,5
1538,919,18,28,14,12,4,no,yes,2
1539,1718,20,28,10,23,10,no,no,1
1540,3833,35,1,32,19,30,no,no,4
1541,1756,24,20,10,15,10,yes,no,1
1542,2074,20,20,2,17,26,no,no,5
1543,880,16,24,10,13,6,yes,no,1
1544,1785,20,8,6,17,6,no,no,1
1545,3478,34,7,24,23,22,no,no,5
1546,2789,18,24,10,19,12,no,no,2
1547,4028,37,7,48,19,26,yes,no,5
1548,2929,23,20,10,19,20,no,no,5
1549,2379,24,8,2,15,16,no,no,1
1550,2387,22,24,6,19,16,no,no,2
1551,1782,16,28,2,17,6,no,no,1
1552,2943,16,28,14,17,24,no,no,4
1553,4241,39,1,20,17,28,no,no,4
1554,948,21,8,10,13,8,yes,no,2
1555,4247,33,1,52,17,12,no,no,1
1556,1808,17,12,10,17,6,yes,no,2
1557,2977,16,28,14,23,22,no,no,4
1558,3457,36,7,60,15,12,no,no,2
1559,3233,39,5,48,21,12,no,no,2
1560,3263,37,3,16,17,14,no,no,2
1561,2189,24,8,6,23,16,no,no,2
1562,3626,34,7,44,19,20,no,no,5
1563,2688,21,8,6,21,28,yes,no,4
1564,3273,31,5,56,21,22,no,no,4
1565,3808,32,1,16,23,30,yes,no,4
1566,1433,20,28,6,17,10,no,no,2
1567,1801,19,8,6,15,6,no,no,1
1568,2974,18,20,2,17,24,no,no,5
1569,1542,21,20,2,19,6,no,no,2
1570,1306,17,16,10,17,6,no,no,1
1571,2953,15,28,2,17,22,no,no,4
1572,3621,39,1,52,23,24,no,no,4
1573,3702,30,5,16,15,12,no,no,2
1574,4132,35,1,28,21,12,yes,no,1
1575,1129,24,20,10,12,4,no,yes,1
1576,802,19,28,14,12,10,no,yes,2
1577,633,22,28,14,12,10,no,yes,2
1578,1865,18,28,10,15,10,no,no,1
1579,2333,18,12,6,19,14,no,no,1
1580,2372,20,16,10,17,14,yes,no,2
1581,587,19,24,10,12,10,no,yes,1
1582,1266,16,20,10,15,8,no,no,1
1583,2385,16,16,14,19,12,no,no,1
1584,1730,20,24,10,17,8,no,no,2
1585,4081,35,1,48,17,12,no,no,2
1586,2756,24,20,6,21,24,yes,no,4
1587,525,15,28,6,11,10,no,yes,2
1588,3251,32,1,16,21,26,no,no,4
1589,827,24,8,14,13,8,no,yes,1
1590,1033,16,16,10,13,10,no,yes,1
1591,4148,33,7,32,19,28,yes,no,5
1592,709,15,8,2,13,4,no,yes,2
1593,1287,23,16,14,19,4,no,no,2
1594,1900,19,24,10,21,8,yes,no,1
1595,4015,37,3,24,21,16,no,no,2
1596,2284,21,28,6,17,22,yes,no,4
1597,2883,17,8,10,17,24,no,no,4
1598,3152,35,5,48,19,30,yes,no,5
1599,3956,35,3,20,15,12,yes,no,1
1600,2970,21,16,10,15,26,no,no,4
1601,2933,21,24,2,15,22,no,no,5
1602,2823,15,20,2,15,16,no,no,1
1603,3977,36,3,28,17,22,no,no,4
1604,2475,23,24,10,15,18,no,no,4
1605,1357,24,20,14,19,4,no,no,2
1606,1643,20,24,6,15,4,no,no,1
1607,3466,36,1,20,19,20,no,no,5
1608,1366,20,24,6,15,10,no,no,2
1609,3954,30,3,60,19,20,no,no,5
1610,2221,15,16,10,19,24,no,no,4
1611,1383,21,20,6,19,6,no,no,1
1612,1336,16,20,10,21,4,yes,no,2
1613,2150,21,16,10,17,28,no,no,4
1614,2526,23,20,2,17,16,no,no,2
1615,2018,20,24,6,17,22,no,no,4
1616,1174,17,28,14,12,4,no,yes,2
1617,2666,19,20,14,21,26,no,no,4
1618,3142,32,1,16,23,30,no,no,5
1619,3249,33,3,16,19,26,no,no,5
1620,756,16,24,6,13,8,yes,no,1
1621,2656,24,28,10,21,26,yes,no,4
1622,1003,23,20,14,13,4,no,yes,1
1623,3071,34,3,56,21,24,no,no,5
1624,2397,20,12,10,19,22,no,no,5
1625,524,15,20,10,11,10,yes,no,1
1626,4150,39,5,48,19,16,no,no,1
1627,3992,34,1,36,23,28,yes,no,4
1628,836,21,12,10,12,6,yes,no,1
1629,3739,37,5,60,15,12,no,no,1
1630,761,18,28,14,13,6,no,yes,1
1631,3260,38,1,20,17,30,yes,no,5
1632,4305,34,7,40,17,30,no,no,5
1633,807,21,24,10,13,8,no,yes,1
1634,3767,33,1,40,19,26,no,no,5
1635,3129,37,5,20,15,30,no,no,4
1636,3516,34,7,16,15,26,yes,no,4
1637,1982,24,8,10,15,6,no,no,2
1638,3228,39,1,44,17,30,yes,no,5
1639,1386,23,8,10,21,4,no,no,2
1640,3817,39,1,40,19,16,no,no,1
1641,4217,31,7,60,23,30,no,no,5
1642,1816,23,20,14,15,8,yes,no,1
1643,3087,38,5,60,19,20,no,no,5
1644,1722,22,12,14,23,10,no,no,2
1645,1116,24,12,6,13,8,yes,no,1
1646,4314,34,5,44,21,22,no,no,4
1647,1867,17,24,6,17,4,no,no,2
1648,666,23,12,14,13,4,no,yes,2
1649,3263,31,5,40,21,26,no,no,5
1650,1371,16,8,2,23,4,no,no,2
1651,1726,24,24,6,23,4,no,no,1
1652,565,23,28,10,11,6,no,yes,1
1653,830,17,20,6,11,8,no,yes,1
1654,1899,17,20,14,17,8,no,no,2
1655,1180,23,8,14,12,8,yes,no,1
1656,1666,16,24,10,19,4,no,no,2
1657,2603,23,24,6,17,28,no,no,4
1658,2047,18,8,6,17,28,no,no,5
1659,1119,19,8,6,12,6,no,yes,2
1660,3989,36,7,36,19,24,no,no,5
1661,1433,15,24,14,21,4,no,no,1
1662,1786,18,28,10,15,6,no,no,2
1663,2937,17,20,2,23,22,no,no,4
1664,1874,22,20,10,21,6,no,no,2
1665,1001,15,8,2,11,6,no,yes,1
1666,4098,35,5,36,15,22,no,no,4
1667,3008,32,1,36,15,30,yes,no,4
1668,1101,19,20,6,13,10,no,yes,1
1669,3320,33,5,36,23,30,yes,no,4
1670,3543,30,7,20,19,30,no,no,4
1671,1908,19,16,2,15,4,yes,no,1
1672,4056,31,5,52,19,26,yes,no,4
1673,3680,35,1,56,21,20,yes,no,4
1674,669,19,12,2,11,4,no,yes,1
1675,1396,24,12,2,17,10,yes,no,2
1676,898,21,20,6,13,4,no,yes,1
1677,4143,37,7,48,17,20,no,no,5
1678,721,24,28,6,11,10,no,yes,1
1679,1694,24,8,2,19,4,no,no,2
1680,2837,16,24,2,15,28,no,no,4
1681,892,15,8,14,12,8,yes,no,1
1682,2532,19,24,14,23,22,yes,no,5
1683,2280,24,12,2,15,30,yes,no,4
1684,617,23,12,6,13,4,no,yes,2
1685,664,23,8,6,13,6,yes,no,2
1686,916,19,24,2,12,6,yes,no,2
1687,3526,37,7,52,19,14,no,no,1
1688,2573,20,12,10,17,22,no,no,5
1689,2599,23,16,10,17,14,no,no,1
1690,1855,17,20,2,19,6,no,no,2
1691,626,24,24,14,11,6,no,yes,1
1692,1344,22,16,14,21,8,yes,no,1
1693,3516,34,7,40,15,22,yes,no,4
1694,1200,17,16,2,19,6,yes,no,2
1695,2618,21,12,6,21,28,no,no,5
1696,3592,30,3,48,21,24,yes,no,4
1697,1970,15,20,6,21,10,no,no,1
1698,1013,15,20,2,12,8,no,yes,2
1699,762,20,28,10,12,10,no,yes,1
1700,1655,18,28,6,21,8,no,no,1
1701,3916,36,7,16,23,16,yes,no,2
1702,508,23,20,10,12,10,yes,no,1
1703,3970,39,5,56,21,14,no,no,2
1704,3144,34,1,60,17,12,yes,no,2
1705,1339,24,8,10,17,10,no,no,1
1706,1412,22,24,6,19,6,yes,no,1
1707,654,16,16,14,13,10,no,yes,2
1708,2770,15,8,14,19,28,no,no,4
1709,4031,38,5,24,15,26,no,no,4
1710,1690,22,28,6,19,6,no,no,1
1711,3227,32,7,48,17,20,no,no,4
1712,1775,19,8,14,21,6,no,no,2
1713,1999,20,8,6,17,8,no,no,1
1714,2465,22,8,6,15,26,no,no,5
1715,4297,39,3,52,17,24,no,no,5
1716,2583,24,12,14,15,18,no,no,5
1717,2466,24,28,6,21,30,no,no,4
1718,1857,21,20,14,23,4,no,no,2
1719,3885,39,3,48,15,20,no,no,4
1720,768,24,20,6,12,6,yes,no,2
1721,2810,16,20,10,21,28,no,no,4
1722,3811,38,5,36,15,22,no,no,5
1723,2478,20,28,14,23,12,no,no,2
1724,2591,20,8,10,17,14,no,no,2
1725,891,20,12,14,11,8,no,yes,1
1726,3285,38,1,24,19,16,no,no,2
1727,2024,23,20,10,17,12,yes,no,2
1728,2840,23,8,6,23,14,yes,no,1
1729,1715,23,24,10,15,10,no,no,1
1730,1118,20,8,10,13,10,no,yes,2
1731,518,19,16,14,11,6,no,yes,1
1732,3823,35,5,36,15,16,no,no,1
1733,2061,19,24,6,21,28,no,no,4
1734,3910,31,7,32,21,16,no,no,1
1735,3946,39,3,60,21,30,no,no,4
1736,3680,32,1,20,23,16,yes,no,2
1737,588,21,16,6,12,8,yes,no,2
1738,2445,19,24,14,23,24,no,no,5
1739,2349,19,8,2,17,16,no,no,1
1740,1979,17,24,6,21,6,no,no,1
1741,3757,36,1,52,19,18,no,no,4
1742,3996,33,1,32,17,26,yes,no,5
1743,1676,18,12,6,21,6,yes,no,1
1744,3194,33,5,16,19,14,no,no,2
1745,2773,17,8,2,17,14,no,no,2
1746,1939,20,24,14,15,4,no,no,1
1747,1944,20,12,2,17,6,yes,no,2
1748,2807,17,28,14,15,22,no,no,5
1749,1276,24,16,6,19,10,yes,no,2
1750,787,22,12,6,12,8,no,yes,2
1751,3498,30,1,56,15,28,no,no,4
1752,2167,19,24,10,19,12,no,no,1
1753,1270,24,8,6,19,4,no,no,2
1754,2107,23,24,6,17,28,no,no,4
1755,4249,31,7,16,21,16,no,no,1
1756,690,15,16,10,11,8,no,yes,2
1757,2079,15,12,6,23,14,no,no,1
1758,3091,35,5,20,19,12,no,no,2
1759,2015,24,12,10,15,26,no,no,4
1760,2823,16,20,10,17,30,no,no,5
1761,931,21,20,2,13,6,no,yes,2
1762,3109,38,3,44,15,22,no,no,5
1763,934,16,8,6,11,10,no,yes,1
1764,2552,24,8,2,17,14,yes,no,2
1765,3542,35,3,40,15,12,no,no,2
1766,3648,39,3,20,19,26,yes,no,5
1767,1364,15,8,2,19,4,yes,no,2
1768,946,24,24,6,12,10,no,yes,2
1769,1110,20,12,14,11,6,no,yes,2
1770,2379,24,20,10,23,18,no,no,4
1771,1578,24,20,14,15,6,no,no,2
1772,2204,16,16,6,21,24,yes,no,5
1773,4130,38,7,48,19,14,no,no,2
1774,4131,31,3,20,15,22,no,no,5
1775,3203,34,5,36,17,18,no,no,5
1776,577,24,8,2,11,10,no,yes,1
1777,1485,21,12,2,17,10,no,no,1
1778,3806,37,7,36,17,16,no,no,2
1779,1777,19,16,2,19,6,no,no,1
1780,3265,36,5,20,21,12,no,no,2
1781,3884,37,1,28,15,12,yes,no,2
1782,512,19,28,10,13,10,yes,no,1
1783,4006,34,1,16,15,30,no,no,5
1784,3094,37,5,36,21,12,no,no,1
1785,3104,31,1,28,21,26,yes,no,4
1786,2026,17,12,10,19,16,no,no,1
1787,977,19,16,14,13,6,no,yes,2
1788,3867,32,5,56,21,28,no,no,5
1789,4171,36,1,20,23,16,no,no,1
1790,2571,18,8,10,21,26,no,no,5
1791,1291,20,8,6,15,8,no,no,2
1792,1058,18,16,14,13,6,no,yes,2
1793,3029,37,1,44,15,16,no,no,2
1794,4017,36,3,32,17,14,no,no,1
1795,1154,22,16,6,11,6,no,yes,2
1796,856,18,16,14,13,10,yes,no,2
1797,2339,21,16,6,17,20,no,no,5
1798,1237,16,12,10,19,8,no,no,2
1799,1226,22,16,2,21,8,no,no,1
1800,770,20,20,2,13,4,no,yes,1
1801,736,24,24,10,12,6,yes,no,2
1802,2605,23,12,6,17,20,no,no,5
1803,2562,18,16,2,17,12,no,no,2
1804,3429,31,1,48,17,24,no,no,5
1805,3061,36,5,36,19,24,no,no,5
1806,3341,36,3,44,15,22,no,no,4
1807,1140,22,12,2,12,6,yes,no,2
1808,3771,36,7,56,21,30,no,no,5
1809,889,16,8,14,13,10,no,yes,2
1810,686,21,8,6,11,10,no,yes,2
1811,1427,21,24,14,17,8,no,no,2
1812,3518,33,3,40,17,20,no,no,4
1813,1013,16,12,2,12,10,no,yes,2
1814,2781,15,20,14,19,12,no,no,2
1815,3330,32,7,48,19,12,no,no,1
1816,2386,24,16,14,19,16,no,no,2
1817,4215,34,1,52,21,14,no,no,1
1818,3222,35,3,56,23,26,no,no,4
1819,1509,17,16,2,19,8,no,no,1
1820,2368,23,24,2,15,18,yes,no,5
1821,2666,17,24,6,19,14,no,no,2
1822,1252,23,12,14,21,10,yes,no,1
1823,1826,24,20,10,23,8,no,no,2
1824,4002,34,5,56,23,12,no,no,2
1825,1786,18,8,2,19,6,no,no,1
1826,1912,20,24,10,15,10,yes,no,2
1827,2687,17,16,14,15,24,no,no,5
1828,2992,20,24,2,21,24,yes,no,4
1829,2455,24,16,2,19,24,no,no,4
1830,732,17,20,2,11,4,yes,no,1
1831,1991,23,12,14,23,6,no,no,1
1832,2020,17,16,10,21,16,yes,no,1
1833,3102,33,7,36,21,26,no,no,5
1834,3974,31,5,16,17,28,no,no,4
1835,4044,32,3,28,23,28,yes,no,5
1836,3245,35,3,48,15,12,no,no,2
1837,2213,19,16,2,17,28,no,no,5
1838,3803,35,5,16,15,20,no,no,4
1839,3032,37,7,44,15,16,yes,no,2
1840,941,22,8,6,13,4,no,yes,1
1841,3720,34,7,16,23,26,yes,no,5
1842,895,23,8,14,11,8,no,yes,2
1843,2173,15,28,10,15,26,no,no,5
1844,1329,24,28,14,19,10,no,no,2
1845,3441,33,7,24,19,30,no,no,5
1846,3502,37,1,44,19,30,no,no,4
1847,674,17,20,10,11,10,no,yes,2
1848,1424,15,28,14,19,10,yes,no,2
1849,1176,20,20,6,12,10,yes,no,2
1850,1708,18,8,2,21,8,yes,no,2
1851,4064,38,7,52,17,12,yes,no,1
1852,3330,35,7,24,19,26,no,no,4
1853,3547,33,1,40,23,28,no,no,4
1854,1985,19,28,14,15,4,no,no,2
1855,2892,24,24,10,21,16,yes,no,1
1856,1307,16,12,6,17,10,no,no,2
1857,897,16,16,6,12,4,no,yes,2
1858,954,21,20,14,13,6,no,yes,2
1859,2208,23,20,6,15,16,yes,no,1
1860,1818,20,8,6,21,10,no,no,1
1861,1384,17,8,10,19,10,yes,no,1
1862,3288,30,7,44,23,26,yes,no,4
1863,1931,18,20,10,23,6,no,no,1
1864,3491,34,3,16,21,16,no,no,2
1865,3448,30,7,60,21,26,yes,no,5
1866,2934,15,24,2,21,24,no,no,5
1867,594,23,16,6,12,8,no,yes,1
1868,3012,36,1,60,19,30,yes,no,4
1869,2071,21,20,10,15,18,no,no,4
1870,2127,19,12,2,21,24,no,no,5
1871,3918,34,7,16,17,16,no,no,1
1872,3882,36,1,52,15,20,no,no,4
1873,2055,19,24,6,15,16,no,no,2
1874,3765,33,5,52,15,26,no,no,5
1875,1365,22,8,14,23,4,no,no,1
1876,2675,17,20,14,15,20,no,no,5
1877,3529,37,3,36,15,18,no,no,4
1878,731,19,24,14,13,6,no,yes,2
1879,1369,16,16,14,23,4,no,no,1
1880,3046,34,7,36,21,14,no,no,1
1881,2227,18,24,2,23,20,no,no,4
1882,3536,33,7,40,15,30,yes,no,4
1883,3285,30,5,32,21,28,no,no,5
1884,554,17,12,2,13,4,no,yes,2
1885,554,22,28,10,13,4,no,yes,1
1886,2606,22,8,14,21,14,no,no,1
1887,2954,22,20,6,23,22,no,no,5
1888,1000,22,12,6,12,10,yes,no,2
1889,1029,20,28,14,13,4,no,yes,1
1890,3127,39,7,52,15,20,no,no,4
1891,4322,33,3,32,19,18,no,no,5
1892,806,15,20,14,13,8,no,yes,1
1893,3755,39,3,24,17,18,no,no,5
1894,3884,32,5,24,17,28,yes,no,5
1895,3348,32,1,16,23,12,yes,no,1
1896,3354,36,1,40,17,18,no,no,4
1897,4152,37,7,36,19,20,yes,no,5
1898,2096,15,16,6,21,28,yes,no,4
1899,3651,34,7,28,19,24,no,no,5
1900,1198,18,12,10,12,6,no,yes,1
1901,3399,32,5,20,17,14,no,no,1
1902,3586,30,7,20,21,22,no,no,4
1903,821,23,20,14,13,8,no,yes,2
1904,4061,38,3,44,23,12,no,no,2
1905,1110,23,24,14,11,8,no,yes,2
1906,4066,37,5,44,21,30,no,no,4
1907,2450,24,16,10,21,14,no,no,1
1908,3356,35,3,28,17,12,yes,no,1
1909,3244,33,1,32,17,26,yes,no,5
1910,4196,38,3,20,19,22,yes,no,5
1911,2540,22,20,14,23,16,yes,no,1
1912,3862,32,5,16,23,18,no,no,4
1913,3355,35,5,20,23,22,no,no,4
1914,2822,24,16,2,17,30,no,no,4
1915,3284,33,1,48,23,20,yes,no,5
1916,1815,19,8,2,15,10,no,no,1
1917,703,15,8,10,12,10,no,yes,2
1918,1962,18,24,10,15,6,no,no,1
1919,1860,17,16,14,15,8,yes,no,1
1920,3466,30,7,44,15,22,no,no,5
1921,1866,19,28,14,19,6,no,no,2
1922,3137,36,3,44,21,14,no,no,1
1923,971,20,8,14,13,4,no,yes,2
1924,2574,15,16,10,17,26,no,no,5
1925,3405,39,3,32,19,12,no,no,1
1926,4213,32,1,24,17,18,no,no,5
1927,680,20,20,6,13,4,yes,no,2
